Name;ID;Description;SP
Poison Gambit;SID_計略_毒矢_効果;Use when synced with Claude to attack a foe, then poison target and all foes adjacent to it after combat.;0
Weapon Sync;SID_武器シンクロ;If unit initiates combat using same weapon type as the synced Emblem, grants Atk+5. If engaged, grants Atk+5 regardless of weapon type.;3000
Weapon Sync+;SID_武器シンクロ＋;If unit initiates combat using same weapon type as the synced Emblem, grants Atk+7. If engaged, grants Atk+7 regardless of weapon type.;5000
Weapon Sync;SID_武器シンクロ_発動演出;If unit initiates combat using same weapon type as the synced Emblem, grants Atk+5. If engaged, grants Atk+5 regardless of weapon type.;0
Weapon Sync+;SID_武器シンクロ＋_発動演出;If unit initiates combat using same weapon type as the synced Emblem, grants Atk+7. If engaged, grants Atk+7 regardless of weapon type.;0
Lineage;SID_血統;Increases unit's earned experience by 20%.;150
Combat Arts;SID_戦技;Enables use of Edelgard, Dimitri, or Claude's Combat Art. Spends some remaining engage turns.;0
Combat Arts;SID_戦技_竜族;Enables use of Edelgard, Dimitri, or Claude's Combat Art. Spends some remaining engage turns. [Dragon] +10% damage.;0
Combat Arts;SID_戦技_隠密;Enables use of Edelgard, Dimitri, or Claude's Combat Art. Spends some remaining engage turns. [Covert] Avo+20.;0
Raging Storm;SID_戦技_狂嵐;After combat, take another action. (Spend 3 turns.);0
Raging Storm;SID_戦技_狂嵐_竜族;After combat, take another action. (Spend 3 turns.);0
Raging Storm;SID_戦技_狂嵐_隠密;After combat, take another action. (Spend 3 turns.);0
Raging Storm;SID_戦技_狂嵐_発動;---;0
Atrocity;SID_戦技_無残;Attack at double weapon's Mt. (Spend 1 turn.);0
Atrocity;SID_戦技_無残_竜族;Attack at double weapon's Mt. (Spend 1 turn.);0
Atrocity;SID_戦技_無残_隠密;Attack at double weapon's Mt. (Spend 1 turn.);0
Fallen Star;SID_戦技_落星;Avoid foe's attacks during next combat. (Spend 1 turn.);0
Fallen Star;SID_戦技_落星_竜族;Avoid foe's attacks during next combat. (Spend 1 turn.);0
Fallen Star;SID_戦技_落星_隠密;Avoid foe's attacks during next combat. (Spend 1 turn.);0
Fallen Star;SID_戦技_落星_発動;---;0
Houses Unite;SID_三級長エンゲージ技;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage.;0
Houses Unite;SID_三級長エンゲージ技_竜族;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. [Dragon] +10% damage.;0
Houses Unite;SID_三級長エンゲージ技_騎馬;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. [Cavalry] +10% damage with Areadbhar.;0
Houses Unite;SID_三級長エンゲージ技_隠密;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. [Covert] +10% damage with Failnaught.;0
Houses Unite;SID_三級長エンゲージ技_重装;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. [Armored] +10% damage with Aymr.;0
Houses Unite;SID_三級長エンゲージ技_気功;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. [Qi Adept] Breaks foe.;0
Houses Unite+;SID_三級長エンゲージ技＋;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. After combat, take another action.;0
Houses Unite+;SID_三級長エンゲージ技＋_竜族;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. After combat, take another action. [Dragon] +10% damage.;0
Houses Unite+;SID_三級長エンゲージ技＋_騎馬;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. After combat, take another action. [Cavalry] +10% damage with Areadbhar.;0
Houses Unite+;SID_三級長エンゲージ技＋_隠密;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. After combat, take another action. [Covert] +10% damage with Failnaught.;0
Houses Unite+;SID_三級長エンゲージ技＋_重装;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. After combat, take another action. [Armored] +10% damage with Aymr.;0
Houses Unite+;SID_三級長エンゲージ技＋_気功;Use to attack with Aymr, Areadbhar, and Failnaught at 50% damage. After combat, take another action. [Qi Adept] Breaks foe.;0
Lightsphere;SID_光玉の加護;If unit initiates combat, halves chance of receiving critical hit from foe.;900
Starsphere;SID_星玉の加護;Grants unit enhanced stat growth when leveling up.;1500
Lifesphere;SID_命玉の加護;If unit uses Wait without attacking or using items, restores 20 HP and heals status effects.;1000
Lifesphere+;SID_命玉の加護＋;If unit uses Wait without attacking or using items, restores 30 HP and heals status effects.;2000
Lifesphere++;SID_命玉の加護＋＋;If unit uses Wait without attacking or using items, restores 40 HP and heals status effects.;3000
Geosphere;SID_地玉の加護;At start of player phase, if there are allies adjacent to unit, grants Def/Res+3 to unit and those allies for 1 turn.;500
Geosphere+;SID_地玉の加護＋;At start of player phase, if there are allies adjacent to unit, grants Def/Res+5 to unit and those allies for 1 turn.;1000
Draconic Form;SID_竜化;Unit transforms into and fights as a dragon while engaged. Grants +10 to max HP and +5 to Bld and all basic stats.;0
Draconic Form;SID_竜化_重装;Unit transforms into and fights as a dragon while engaged. Grants +10 to max HP and +5 to Bld and all basic stats. [Armored] Negates terrain damage.;0
Draconic Form;SID_竜化_魔法;Unit transforms into and fights as a dragon while engaged. Grants +10 to max HP and +5 to Bld and all basic stats. [Mystical] Grants an extra Res+5.;0
Draconic Form;SID_竜化_無効;Unit transforms into and fights as a dragon while engaged. Grants +10 to max HP and +5 to Bld and all basic stats.;0
Divine Blessing;SID_チキエンゲージ技;Use to grant 1 ally a Revival Stone.;0
Divine Blessing;SID_チキエンゲージ技_竜族;Use to grant 1 ally a Revival Stone. [Dragon] Restore 20 HP to ally.;0
Divine Blessing;SID_チキエンゲージ技_気功;Grants 1 ally a Revival Stone. [Qi Adept] Heal their status effects.;0
Divine Blessing;SID_チキエンゲージ技_竜族_無効;Use to grant 1 ally a Revival Stone. [Dragon] Restore 20 HP to ally.;0
Divine Blessing;SID_チキエンゲージ技_E001;Use to grant 1 ally a Revival Stone.;0
Divine Blessing+;SID_チキエンゲージ技＋;Use to grant 1 ally a Revival Stone. If ally is not synced, fully restore HP. If ally is synced, +3 to engage meter. If ally is engaged, restore engage turns.;0
Divine Blessing+;SID_チキエンゲージ技＋_竜族;Use to grant 1 ally a Revival Stone. If ally is not synced, fully restore HP. If ally is synced, +3 to engage meter. If ally is engaged, restore engage turns. [Dragon] Restore 20 HP to ally.;0
Divine Blessing+;SID_チキエンゲージ技＋_気功;Use to grant 1 ally a Revival Stone. If ally is not synced, fully restore HP. If ally is synced, +3 to engage meter. If ally is engaged, restore engage turns. [Qi Adept] Heal their status effects.;0
Quick Riposte;SID_切り返し;If unit's HP is 80% or more and foe initiates combat, unit will always follow up (if weapon allows).;2000
Quick Riposte+;SID_切り返し＋;If unit's HP is 60% or more and foe initiates combat, unit will always follow up (if weapon allows).;3000
Heavy Attack;SID_重撃;When making a physical attack, if an equipped weapon's Wt exceeds unit's Bld, adds excess as damage. (Max +5);3000
Piercing Glare;SID_角の睨み;Use when HP is full to consume 20% of max HP and prevent foes from entering the 4 spaces diagonally adjacent to unit for 1 turn.;0
Adaptability;SID_適応能力;When hit by a foe's attack, grants Def+2 for a physical attack or Res+2 for a magical attack after combat. Lasts until end of battle, or until activated again.;350
Adaptability+;SID_適応能力＋;When hit by a foe's attack, grants Def+3 for a physical attack or Res+3 for a magical attack after combat. Lasts until end of battle, or until activated again.;700
Adaptability;SID_適応能力_発動演出;When hit by a foe's attack, grants Def+2 for a physical attack or Res+2 for a magical attack after combat. Lasts until end of battle, or until activated again.;0
Adaptability+;SID_適応能力＋_発動演出;When hit by a foe's attack, grants Def+3 for a physical attack or Res+3 for a magical attack after combat. Lasts until end of battle, or until activated again.;0
Impenetrable;SID_鉄壁;If foe initiates combat, grants Def/Res+30% during combat.;0
Impenetrable;SID_鉄壁_竜族;If foe initiates combat, grants Def/Res+30% during combat. [Dragon] Ddg+50%.;0
Impenetrable;SID_鉄壁_騎馬;If foe initiates combat, grants Def/Res+30% during combat. [Cavalry] Grants immunity to freeze.;0
Impenetrable;SID_鉄壁_重装;If foe initiates combat, grants Def/Res+30% during combat. [Armored] Grants Def+50% instead of +30%.;0
Impenetrable;SID_鉄壁_飛行;If foe initiates combat, grants Def/Res+30% during combat. [Flying] Grants Res+50% instead of +30%.;0
Storm's Eye;SID_ヘクトルエンゲージ技;Grants immunity to break. Foe cannot follow up. Unit follows up. Lasts 1 turn. Sword/axe only.;0
Storm's Eye;SID_ヘクトルエンゲージ技_竜族;Grants immunity to break. Foe cannot follow up. Unit follows up. Lasts 1 turn. Sword/axe only. [Dragon] Prevent one critical hit.;0
Storm's Eye;SID_ヘクトルエンゲージ技_連携;Grants immunity to break. Foe cannot follow up. Unit follows up. Lasts 1 turn. Sword/axe only. [Backup] Crit+20.;0
Storm's Eye;SID_ヘクトルエンゲージ技_隠密;Grants immunity to break. Foe cannot follow up. Unit follows up. Lasts 1 turn. Sword/axe only. [Covert] Avo+30.;0
Storm's Eye+;SID_ヘクトルエンゲージ技＋;Grants immunity to break. Foe cannot follow up. Unit counters before foe's first attack and follows up. Lasts 1 turn. Sword/axe only.;0
Storm's Eye+;SID_ヘクトルエンゲージ技＋_竜族;Grants immunity to break. Foe cannot follow up. Unit counters before foe's first attack and follows up. Lasts 1 turn. Sword/axe only. [Dragon] Prevent one critical hit.;0
Storm's Eye+;SID_ヘクトルエンゲージ技＋_連携;Grants immunity to break. Foe cannot follow up. Unit counters before foe's first attack and follows up. Lasts 1 turn. Sword/axe only. [Backup] Crit+20.;0
Storm's Eye+;SID_ヘクトルエンゲージ技＋_隠密;Grants immunity to break. Foe cannot follow up. Unit counters before foe's first attack and follows up. Lasts 1 turn. Sword/axe only. [Covert] Avo+30.;0
Storm's Eye;SID_ヘクトルエンゲージ技_発動演出;Grants immunity to break. Foe cannot follow up. Unit follows up. Lasts 1 turn. Sword/axe only.;0
Storm's Eye+;SID_ヘクトルエンゲージ技＋_発動演出;Grants immunity to break. Foe cannot follow up. Unit counters before foe's first attack and follows up. Lasts 1 turn. Sword/axe only.;0
SP Conversion;SID_SPコンバート;Grants +20 SP for each defeated foe. Triggers even without a ring or bracelet equipped.;300
Reprisal;SID_血讐;If unit's HP is not full, adds 30% of lost HP to Atk.;5000
Reprisal+;SID_血讐＋;If unit's HP is not full, adds 50% of lost HP to Atk.;6000
Level Boost;SID_限界突破;When unit defeats a foe of a higher level, grants Lvl+1 until the end of battle. (Max +3);300
Level Boost;SID_限界突破_実行;When unit defeats a foe of a higher level, grants Lvl+1 until the end of battle. (Max +3);0
Book of Worlds;SID_異界の力;Book of Worlds advances 1 stage (to max 5) for each consecutive round that unit uses Wait. Reverts to base stage if unit triggers the effect.;300
Book I: Seal;SID_異界の力_閉;If unit initiates combat, freezes foe after combat.;0
Book II: Flame;SID_異界の力_炎;If unit initiates combat, freezes foe and sets foe's space on fire after combat.;0
Book III: Death;SID_異界の力_死;If unit initiates combat, deals 10 damage, freezes foe, and sets foe's space on fire after combat.;0
Book IV: Dream;SID_異界の力_夢;If unit initiates combat, restores HP equal to damage dealt during combat, then deals 10 damage, freezes foe, and sets foe's space on fire after combat.;0
Book V: Science;SID_異界の力_科;If unit initiates combat, restores HP to self and adjacent allies equal to damage dealt during combat, then deals 10 damage, freezes foe, and sets foe's space on fire after combat.;0
Contract;SID_契約;Use to grant another action to an adjacent ally who has already acted. (Ally cannot move.);0
Contract;SID_契約_竜族;Use to grant another action to an adjacent ally who has already acted. (Ally cannot move.) [Dragon] Grants Str/Mag/Def/Res+2 to ally during action.;0
Contract;SID_契約_連携;Use to grant another action to an adjacent ally who has already acted. (Ally cannot move.) [Backup] Unit participates in chain attack during ally action.;0
Contract;SID_契約_隠密;Use to grant another action to an adjacent ally who has already acted. (Ally cannot move.) [Covert] Grants Hit/Avo+30 to ally during action.;0
Summon Hero;SID_ヴェロニカエンゲージ技;Use to summon a random unit.;0
Summon Hero;SID_ヴェロニカエンゲージ技_竜族;Use to summon a random unit. [Dragon] Summons a powerful unit.;0
Summon Hero;SID_ヴェロニカエンゲージ技_連携;"Use to summon a random unit. [Backup] Summoned unit has the ""Dual Strike"" skill.";0
Summon Hero;SID_ヴェロニカエンゲージ技_騎馬;Use to summon a random unit. [Cavalry] Summoned unit gets Mov+1.;0
Anima Focus;SID_理魔法＋;When using tomes, unit inflicts Def-3 with fire, Hit-20 with thunder, or Mov-2 with wind magic for 1 turn.;800
Anima Focus;SID_理魔法＋_風_判定;When using tomes, unit inflicts Def-3 with fire, Hit-20 with thunder, or Mov-2 with wind magic for 1 turn.;0
Anima Focus;SID_理魔法＋_雷_判定;When using tomes, unit inflicts Def-3 with fire, Hit-20 with thunder, or Mov-2 with wind magic for 1 turn.;0
Anima Focus;SID_理魔法＋_炎_判定;When using tomes, unit inflicts Def-3 with fire, Hit-20 with thunder, or Mov-2 with wind magic for 1 turn.;0
Keen Insight;SID_慧眼;When unit deals Effective damage, deal +5 damage.;1500
Keen Insight+;SID_慧眼＋;When unit deals Effective damage, deal +7 damage.;3000
Assign Decoy;SID_囮指名;Use to make one chosen ally more likely to be targeted by enemies for 1 turn. Effect is removed after ally is targeted by or otherwise damaged by foes 3 times.;1500
Block Recovery;SID_復帰阻止;When attacking a broken foe with a tome, grants a chance the foe will remain broken. Chance increases with high Spd.;1500
Flare;SID_陽光;When attacking with tomes, inflicts Res-20% on foe, and unit recovers 50% of damage dealt.;0
Flare;SID_陽光_竜族;When attacking with tomes, inflicts Res-20% on foe, and unit recovers 50% of damage dealt. [Dragon] Critical rate is doubled.;0
Flare;SID_陽光_魔法;When attacking with tomes, inflicts Res-20% on foe, and unit recovers 50% of damage dealt. [Mystical] Extra -10% to foe's Res.;0
Flare;SID_陽光_気功;When attacking with tomes, inflicts Res-20% on foe, and unit recovers 50% of damage dealt. [Qi Adept] Unit recovers 100% of damage dealt instead.;0
Flare;SID_陽光_闇;When attacking with tomes, unit recovers 50% of damage dealt.;0
Cataclysm;SID_セネリオエンゲージ技;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying.;0
Cataclysm;SID_セネリオエンゲージ技_竜族;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying. [Dragon] Sets terrain on fire.;0
Cataclysm;SID_セネリオエンゲージ技_魔法;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying. [Mystical] +10% damage.;0
Cataclysm;SID_セネリオエンゲージ技_気功;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying. [Qi Adept] 20% chance of breaking target.;0
Cataclysm+;SID_セネリオエンゲージ技＋;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying.;0
Cataclysm+;SID_セネリオエンゲージ技＋_竜族;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying. [Dragon] Sets terrain on fire.;0
Cataclysm+;SID_セネリオエンゲージ技＋_魔法;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying. [Mystical] +10% damage.;0
Cataclysm+;SID_セネリオエンゲージ技＋_気功;Use to attack foes in an area with fire, thunder and wind magic at 40% damage. Wind is effective: Flying. [Qi Adept] 20% chance of breaking target.;0
Cataclysm;SID_セネリオエンゲージ技_G004;Use to attack foes in an area with fire, thunder and wind magic at 30% damage. Wind is effective: Flying.;0
Cataclysm;SID_セネリオエンゲージ技_闇;Use to attack with fire, thunder and wind magic to foes in an area. Wind is effective: Flying.;0
Dragon Vein;SID_竜脈・異;Use to add a special effect to certain spaces.;0
Dragon Vein;SID_竜脈・異_竜族;Use to add a special effect to certain spaces. [Dragon] Choose any Vein effect.;0
Dragon Vein;SID_竜脈・異_連携;Use to add a special effect to certain spaces. [Backup] Creates stone pillars that increase Def/Res.;0
Dragon Vein;SID_竜脈・異_騎馬;Use to add a special effect to certain spaces. [Cavalry] Creates water that decreases Avo.;0
Dragon Vein;SID_竜脈・異_隠密;Use to add a special effect to certain spaces. [Covert] Creates smoke that decreases Def/Avo.;0
Dragon Vein;SID_竜脈・異_重装;Use to add a special effect to certain spaces. [Armored] Creates vines that grant immunity to break.;0
Dragon Vein;SID_竜脈・異_飛行;Use to add a special effect to certain spaces. [Flying] Creates healing glow that restores HP.;0
Dragon Vein;SID_竜脈・異_魔法;Use to add a special effect to certain spaces. [Mystical] Creates flames that inflict damage.;0
Dragon Vein;SID_竜脈・異_気功;Use to add a special effect to certain spaces. [Qi Adept] Creates ice floor that increases movement.;0
Groundswell;SID_地脈吸収;After unit acts or waits in flames, miasma, or similar terrain effect, unit clears effect and recovers 10 HP.;500
Detoxify;SID_デトックス;Cures poison at start of turn.;250
Decisive Strike;SID_後始末;If unit initiates combat and lands a critical, deals 5 damage to foe after combat.;500
Decisive Strike+;SID_後始末＋;If unit initiates combat and lands a critical, deals 10 damage to foe after combat.;1000
Soar;SID_天駆;Grants Mov+2. Unit can cross terrain as if flying.;0
Soar;SID_天駆_竜族;Grants Mov+2. Unit can cross terrain as if flying. [Dragon] If unit initiates combat, deals damage to foes within 2 spaces equal to 10% of their max HP after combat.;0
Soar;SID_天駆_騎馬;Grants Mov+2. Unit can cross terrain as if flying. [Cavalry] Grants an extra Mov+2.;0
Soar;SID_天駆_飛行;Grants Mov+2. Unit can cross terrain as if flying. [Flying] Grants an extra Mov+1.;0
Dark Inferno;SID_カミラエンゲージ技;Use to deal damage to foes on certain spaces near unit and set those spaces on fire.;0
Dark Inferno;SID_カミラエンゲージ技_竜族;Use to deal damage to foes on certain spaces near unit and set those spaces on fire. [Dragon] Increases area of effect.;0
Dark Inferno;SID_カミラエンゲージ技_魔法;Use to deal damage to foes on certain spaces near unit and set those spaces on fire. [Mystical] +20% damage.;0
Dark Inferno;SID_カミラエンゲージ技_気功;Use to deal damage to foes on certain spaces near unit and set those spaces on fire. [Qi Adept] Adds Glow to adjacent spaces.;0
Dark Inferno+;SID_カミラエンゲージ技＋;Use to deal damage to foes on certain spaces near unit and set those spaces on fire.;0
Dark Inferno+;SID_カミラエンゲージ技＋_竜族;Use to deal damage to foes on certain spaces near unit and set those spaces on fire. [Dragon] Increases area of effect.;0
Dark Inferno+;SID_カミラエンゲージ技＋_魔法;Use to deal damage to foes on certain spaces near unit and set those spaces on fire. [Mystical] +20% damage.;0
Dark Inferno+;SID_カミラエンゲージ技＋_気功;Use to deal damage to foes on certain spaces near unit and set those spaces on fire. [Qi Adept] Adds Glow to adjacent spaces.;0
Brute Force;SID_力まかせ;While making a physical attack, critical hits deal increased damage.;1500
Charm;SID_カリスマ;If unit's attack triggers a chain attack, increases chain attack accuracy to 90%.;800
Surprise Attack;SID_不意打ち;If unit initiates combat from terrain that provides an Avo bonus, foe cannot counterattack.;3000
Rally Spectrum;SID_七色の叫び;Use to grant adjacent allies +3 to all seven basic stats for 1 turn.;1500
Rally Spectrum+;SID_七色の叫び＋;Use to grant allies within 2 spaces +3 to all seven basic stats for 1 turn.;2000
Rally Spectrum;SID_七色の叫び効果;Use to grant adjacent allies +3 to all seven basic stats for 1 turn.;0
Other Half;SID_半身;If unit initiates combat, Robin chain attacks. Grants Mag+10 while engaged.;0
Other Half;SID_半身_竜族;When unit initiates combat, Robin chain attacks. Grants Mag+10 while engaged. [Dragon] Robin chain attacks 2 times.;0
Other Half;SID_半身_連携;When unit initiates combat, Robin chain attacks. Grants Mag+10 while engaged. [Backup] Guaranteed hit with chain attack.;0
Other Half;SID_半身_隠密;When unit initiates combat, Robin chain attacks. Grants Mag+10 while engaged. [Covert] Grants Mov+1 while engaged.;0
Other Half;SID_半身_発動演出;If unit initiates combat, Robin chain attacks. Grants Mag+10 while engaged.;0
Other Half;SID_半身_連携_G006_クロム;When unit initiates combat, Robin chain attacks. Grants Mag+10 while engaged. [Backup] Guaranteed hit with chain attack.;0
Other Half;SID_半身_単身用;Chain attacks triggered by this unit are guaranteed to hit. Grants Str+5 and Mag+10.;0
Giga Levin Sword;SID_クロムエンゲージ技;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only.;0
Giga Levin Sword;SID_クロムエンゲージ技_竜族;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only. [Dragon] Deals extra damage = half of Str.;0
Giga Levin Sword;SID_クロムエンゲージ技_飛行;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only. [Flying] Deals extra damage = Bld.;0
Giga Levin Sword;SID_クロムエンゲージ技_魔法;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only. [Mystical] Deals extra damage = half of Mag.;0
Giga Levin Sword+;SID_クロムエンゲージ技＋;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only. Adjacent allies chain attack.;0
Giga Levin Sword+;SID_クロムエンゲージ技＋_竜族;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only. Adjacent allies chain attack. [Dragon] Deals extra damage = half of Str.;0
Giga Levin Sword+;SID_クロムエンゲージ技＋_飛行;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only. Adjacent allies chain attack. [Flying] Deals extra damage = Bld.;0
Giga Levin Sword+;SID_クロムエンゲージ技＋_魔法;Use to attack with a magic sword. Magic attack that uses physical attack power. Swords only. Adjacent allies chain attack. [Mystical] Deals extra damage = half of Mag.;0
Str/Dex +1;SID_力・技＋１;Grants Str+1 and Dex+1.;700
Str/Dex +2;SID_力・技＋２;Grants Str+2 and Dex+2.;1600
Str/Dex +3;SID_力・技＋３;Grants Str+3 and Dex+3.;4200
Str/Dex +4;SID_力・技＋４;Grants Str+4 and Dex+4.;6000
Str/Dex +5;SID_力・技＋５;Grants Str+5 and Dex+5.;8400
HP/Lck +2;SID_ＨＰ・幸運＋２;Grants HP+2 and Lck+2.;200
HP/Lck +4;SID_ＨＰ・幸運＋４;Grants HP+4 and Lck+4.;600
HP/Lck +6;SID_ＨＰ・幸運＋６;Grants HP+6 and Lck+6.;1100
HP/Lck +8;SID_ＨＰ・幸運＋８;Grants HP+8 and Lck+8.;1900
HP/Lck +10;SID_ＨＰ・幸運＋１０;Grants HP+10 and Lck+10.;3600
Str/Def +1;SID_力・守備＋１;Grants Str+1 and Def+1.;700
Str/Def +2;SID_力・守備＋２;Grants Str+2 and Def+2.;1600
Str/Def +3;SID_力・守備＋３;Grants Str+3 and Def+3.;4200
Str/Def +4;SID_力・守備＋４;Grants Str+4 and Def+4.;6000
Str/Def +5;SID_力・守備＋５;Grants Str+5 and Def+5.;8400
Mag/Dex +1;SID_魔力・技＋１;Grants Mag+1 and Dex+1.;700
Mag/Dex +2;SID_魔力・技＋２;Grants Mag+2 and Dex+2.;1600
Mag/Dex +3;SID_魔力・技＋３;Grants Mag+3 and Dex+3.;4200
Mag/Dex +4;SID_魔力・技＋４;Grants Mag+4 and Dex+4.;6000
Mag/Dex +5;SID_魔力・技＋５;Grants Mag+5 and Dex+5.;8400
Mag/Res +1;SID_魔力・魔防＋１;Grants Mag+1 and Res+1.;700
Mag/Res +2;SID_魔力・魔防＋２;Grants Mag+2 and Res+2.;1600
Mag/Res +3;SID_魔力・魔防＋３;Grants Mag+3 and Res+3.;4200
Mag/Res +4;SID_魔力・魔防＋４;Grants Mag+4 and Res+4.;6000
Mag/Res +5;SID_魔力・魔防＋５;Grants Mag+5 and Res+5.;8400
Spd/Res +1;SID_速さ・魔防＋１;Grants Spd+1 and Res+1.;250
Spd/Res +2;SID_速さ・魔防＋２;Grants Spd+2 and Res+2.;700
Spd/Res +3;SID_速さ・魔防＋３;Grants Spd+3 and Res+3.;1200
Spd/Res +4;SID_速さ・魔防＋４;Grants Spd+4 and Res+4.;2400
Spd/Res +5;SID_速さ・魔防＋５;Grants Spd+5 and Res+5.;4800
Spd/Dex +1;SID_技・速さ＋１;Grants Spd+1 and Dex+1.;250
Spd/Dex +2;SID_技・速さ＋２;Grants Spd+2 and Dex+2.;700
Spd/Dex +3;SID_技・速さ＋３;Grants Spd+3 and Dex+3.;1200
Spd/Dex +4;SID_技・速さ＋４;Grants Spd+4 and Dex+4.;2400
Spd/Dex +5;SID_技・速さ＋５;Grants Spd+5 and Dex+5.;4800
Bow Guard 1;SID_対弓術１;If foe is equipped with a bow, unit takes 1 less damage during combat.;200
Bow Guard 2;SID_対弓術２;If foe is equipped with a bow, unit takes 2 less damage during combat.;400
Bow Guard 3;SID_対弓術３;If foe is equipped with a bow, unit takes 3 less damage during combat.;600
Bow Guard 4;SID_対弓術４;If foe is equipped with a bow, unit takes 4 less damage during combat.;800
Bow Guard 5;SID_対弓術５;If foe is equipped with a bow, unit takes 5 less damage during combat.;1000
Special Guard 1;SID_対特殊１;If foe is equipped with a special attack, unit takes 1 less damage during combat.;200
Special Guard 2;SID_対特殊２;If foe is equipped with a special attack, unit takes 2 less damage during combat.;400
Special Guard 3;SID_対特殊３;If foe is equipped with a special attack, unit takes 3 less damage during combat.;600
Special Guard 4;SID_対特殊４;If foe is equipped with a special attack, unit takes 4 less damage during combat.;800
Special Guard 5;SID_対特殊５;If foe is equipped with a special attack, unit takes 5 less damage during combat.;1000
Axe Guard 1;SID_対斧術１;If foe is equipped with an axe, unit takes 1 less damage during combat.;200
Axe Guard 2;SID_対斧術２;If foe is equipped with an axe, unit takes 2 less damage during combat.;400
Axe Guard 3;SID_対斧術３;If foe is equipped with an axe, unit takes 3 less damage during combat.;600
Axe Guard 4;SID_対斧術４;If foe is equipped with an axe, unit takes 4 less damage during combat.;800
Axe Guard 5;SID_対斧術５;If foe is equipped with an axe, unit takes 5 less damage during combat.;1000
Knife Guard 1;SID_対短剣術１;If foe is equipped with a knife, unit takes 1 less damage during combat.;200
Knife Guard 2;SID_対短剣術２;If foe is equipped with a knife, unit takes 2 less damage during combat.;400
Knife Guard 3;SID_対短剣術３;If foe is equipped with a knife, unit takes 3 less damage during combat.;600
Knife Guard 4;SID_対短剣術４;If foe is equipped with a knife, unit takes 4 less damage during combat.;800
Knife Guard 5;SID_対短剣術５;If foe is equipped with a knife, unit takes 5 less damage during combat.;1000
Magic Guard 1;SID_対魔道１;If foe is equipped with a tome, unit takes 1 less damage during combat.;200
Magic Guard 2;SID_対魔道２;If foe is equipped with a tome, unit takes 2 less damage during combat.;400
Magic Guard 3;SID_対魔道３;If foe is equipped with a tome, unit takes 3 less damage during combat.;600
Magic Guard 4;SID_対魔道４;If foe is equipped with a tome, unit takes 4 less damage during combat.;800
Magic Guard 5;SID_対魔道５;If foe is equipped with a tome, unit takes 5 less damage during combat.;1000
Lance Guard 1;SID_対槍術１;If foe is equipped with a lance, unit takes 1 less damage during combat.;200
Lance Guard 2;SID_対槍術２;If foe is equipped with a lance, unit takes 2 less damage during combat.;400
Lance Guard 3;SID_対槍術３;If foe is equipped with a lance, unit takes 3 less damage during combat.;600
Lance Guard 4;SID_対槍術４;If foe is equipped with a lance, unit takes 4 less damage during combat.;800
Lance Guard 5;SID_対槍術５;If foe is equipped with a lance, unit takes 5 less damage during combat.;1000
Sword Guard 1;SID_対剣術１;If foe is equipped with a sword, unit takes 1 less damage during combat.;200
Sword Guard 2;SID_対剣術２;If foe is equipped with a sword, unit takes 2 less damage during combat.;400
Sword Guard 3;SID_対剣術３;If foe is equipped with a sword, unit takes 3 less damage during combat.;600
Sword Guard 4;SID_対剣術４;If foe is equipped with a sword, unit takes 4 less damage during combat.;800
Sword Guard 5;SID_対剣術５;If foe is equipped with a sword, unit takes 5 less damage during combat.;1000
Protective;SID_守護者;If foe initiates combat against Rafal, grants Crit+10 to unit for 1 turn.;0
Protective;SID_守護者_E001;If foe initiates combat against Nil, grants Crit+10 to unit for 1 turn.;0
Protective;SID_守護者_E002;If foe initiates combat against Nil, grants Crit+10 to unit for 1 turn.;0
Protective;SID_守護者_E003;If foe initiates combat against Nil, grants Crit+10 to unit for 1 turn.;0
Protective;SID_守護者_E004;If foe initiates combat against Nil, grants Crit+10 to unit for 1 turn.;0
